play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,quarter,time_remaining
P0690,0042500317,2026-06-01T04:18:37Z,PL_1642264,Rebound,2PT,0.0,False,4,PT00M22.30S
P0691,0042500317,2026-06-01T04:18:42Z,PL_1642264,Turnover,2PT,0.0,False,4,PT00M22.30S
P0691,0042500317,2026-06-01T04:18:47Z,PL_1628983,,2PT,0.0,False,4,PT00M22.30S
P0693,0042500317,2026-06-01T04:18:52Z,PL_1628368,Foul,2PT,0.0,False,4,PT00M22.30S
P0695,0042500317,2026-06-01T04:18:57Z,PL_1629652,Substitution,2PT,0.0,False,4,PT00M22.30S
P0696,0042500317,2026-06-01T04:19:02Z,PL_1629026,Substitution,2PT,0.0,False,4,PT00M22.30S
P0697,0042500317,2026-06-01T04:19:07Z,PL_1642844,Substitution,2PT,0.0,False,4,PT00M22.30S
P0701,0042500317,2026-06-01T04:19:12Z,PL_1627936,Missed Shot,3PT,27.0,False,4,PT00M18.20S
P0702,0042500317,2026-06-01T04:19:17Z,PL_1610612760,Rebound,2PT,0.0,False,4,PT00M17.10S
P0704,0042500317,2026-06-01T04:19:22Z,PL_1641717,Missed Shot,3PT,29.0,False,4,PT00M12.50S
P0705,0042500317,2026-06-01T04:19:27Z,PL_1630577,Rebound,2PT,0.0,False,4,PT00M08.40S
P0706,0042500317,2026-06-01T04:19:32Z,PL_1630170,Made Shot,2PT,1.0,False,4,PT00M04.10S
